raison_sociale;adresse_complete;cp_ville;lat;lng
CMJE DE MONTREUIL;4 PL DU GENERAL DE GAULLE;93105 MONTREUIL CEDEX;48.8677846;2.4344377
CLINIQUE DE L'ISLE LE MOULIN;2 PL BOILEAU;91560 CROSNE;48.7144736;2.4600931
CTRE POST-CURE UDSM-EST PARIS ST MAUR;15 AV DELATTRE DE TASSIGNY;94100 ST MAUR DES FOSSES;48.8056528;2.4868104
LA POMMERAIE 78G12-I04;2 AV DE SAINT GERMAIN;78370 PLAISIR;48.8259044;1.9459399
AGEPS (AP-HP);13 R LAVOISIER;92000 NANTERRE;48.8957004;2.1742607
CENTRE LA GRAVIDA;10B RTE D'ARGENTEUIL;95240 CORMEILLES EN PARISIS;48.9704439;2.1994798
CLINIQUE MEDICALE CHAMP N/DAME;46 R DE L EGLISE;95150 TAVERNY;49.0282025;2.2252686
CMP POUR L' ENFANT ET LA FAMILLE;56 R ABBE GROULT;75015 PARIS;48.8397978;2.2962997
ESPACE ADO 75I03;5 R CLAUZEL;75009 PARIS;48.8789746;2.3391798
CENTRE SAINT JACQUES;24 R DU FOSSÉ SAINT JACQUES;75005 PARIS;48.8450983;2.3447757
CENTRE MEDICO-PSY. 91 I02;33  GRANDE RUE;91600 SAVIGNY SUR ORGE;48.6769295;2.3554995
CENTRE DE CRISE CHATELET;114 R DU TEMPLE;75003 PARIS;48.8629998;2.3580309
CH PAUL GUIRAUD;54 AV DE LA REPUBLIQUE;94806 VILLEJUIF CEDEX;48.7885978;2.3586717
HOPITAL DE LA CROIX SAINT-SIMON;125 R D'AVRON;75020 PARIS;48.8531483;2.4085778
CENTRE MEDICO-PSY. 91 G 13 DU CHSF;ALL HAUTE AGORA;91000 EVRY;48.628622;2.4289247
CHI DE CRETEIL;40 AV DE VERDUN;94010 CRETEIL CEDEX;48.7959865;2.4634193
CENTRE HOSPITALIER DE DOURDAN;2 R DU POTELET;91415 DOURDAN CEDEX;48.5344717;2.0015416
APPARTEMENT THERAP CITE DES SYCOMORES;1 CITE DES SYCOMORES;95870 BEZONS;48.925687;2.215847
INST EUR CHIRURGIE ESTHÉTI PLASTIQUE;10 R ANNA JACQUIN;92100 BOULOGNE BILLANCOURT;48.8447895;2.2317679
CMP CURIE;142 R PIERRE ET MARIE CURIE;91160 LONGJUMEAU;48.6885286;2.2961879
HOPITAL DE JOUR POUR AD0LESCENT;13 R ALBERT BAYET;75013 PARIS;48.8306506;2.358756
CMP CONRAD 93 I 04;13 R CHARLES CONRAD;93270 SEVRAN;48.9482996;2.523757
HOPITAL DE JOUR SECT.78 G 2;62 R ST VINCENT;78200 MANTES LA JOLIE;48.9848932;1.7194406
CH- MARINES SSR GERIATRIQUE;12 BD GAMBETTA;95640 MARINES;49.1460735;1.9767876
CLINIQUE MEDICALE DE LA PORTE VERTE;6 AV FRANCHET D'ESPEREY;78004 VERSAILLES CEDEX;48.8196745;2.1397704
HOPITAL DE JOUR LES METZ;12 CHE DE LA BUTTE AU BEURRE;78354 JOUY EN JOSAS CEDEX;48.7755572;2.1615171
CMP ANTENNE DE CHAVILLE;22 AV DE LA FONTAINE HENRI IV;92370 CHAVILLE;48.8115351;2.1926669
CH DES 4 VILLES SITE SEVRES;141  GRANDE RUE;92310 SEVRES;48.8209843;2.2020349
CLINIQUE VILLA MARIE LOUISE;15 R JEAN BONAL;92250 LA GARENNE COLOMBES;48.9074729;2.2529719
CLINIQUE INTERNATIONALE PARC MONCEAU;21 R DE CHAZELLES;75017 PARIS;48.8799408;2.3042696
CENTRE DE POST CURE LEMERCIER;110 R LEMERCIER;75017 PARIS;48.8900596;2.3175448
HOPITAL DE JOUR CENTRE CLEMENT MICHEL;6 R DU CONVENTIONNEL CHIAPPE;75013 PARIS;48.8188166;2.3631339
HÔPITAL MÈRE-ENFANT DE L'EST PARISIEN;9 R DES BLUETS;75011 PARIS;48.864351;2.3818073
CENTRE THERAPEUTIQUE FONTENAY;24 R MOT;94120 FONTENAY SOUS BOIS;48.8463178;2.4695215
CENTRE MEDICO-PSY SECT.78 G 7;34 R JEAN MERMOZ;78600 MAISONS LAFFITTE;48.9469656;2.1430834
CH DES QUATRE VILLES SITE ST CLOUD;3 PL SILLY;92211 ST CLOUD CEDEX;48.8439489;2.218349
CATTP ADULTES;23B R DE PLAISANCE;92250 LA GARENNE COLOMBES;48.9099135;2.2509548
CRF LA CHATAIGNERAIE;48 R DE LA CONVENTION;75015 PARIS;48.8438776;2.2815949
CENTRE MEDICO-PSYCHOLOGIQUE 94G15;43 AV CARNOT;94230 CACHAN;48.7985482;2.3267823
CENTRE MEDICO-PSY SECT.78-G-8;6 R DE STALINGRAD;78500 SARTROUVILLE;48.9426157;2.16365
HOPITAL DE JOUR LE PETIT HANS;24 BD DE LA PAIX;92500 RUEIL MALMAISON;48.87182;2.1965443
CENTRE MEDICO-PSY - EGLY- 91G04;110B AV DE VERDUN;91520 EGLY;48.57837;2.2395679
CENTRE MEDICO-PSYCHOLOGIQUE 94G17;13 SQ DU 19 MARS 1962;94260 FRESNES;48.7559305;2.3215309
MAISON SANTE MEDICALE LES FLORALIES;2 R DESCARTES;93171 BAGNOLET CEDEX;48.8687478;2.4261328
CMP;76 R CROIZAT;93150 LE BLANC MESNIL;48.9338257;2.4724207
CLINIQUE AMBROISE PARE DE BONDY;2 AV JEAN MOULIN;93140 BONDY;48.9102725;2.4762125
CMP INFANTO - JUVENILE  78 I 07;ALL DES VERGERS;78580 MAULE;48.913262;1.8520236
CMP LA HACQUINIERE;2B R DE LA HACQUINIERE;91440 BURES SUR YVETTE;48.6962814;2.1552187
C.H.BARTHELEMY DURAND ETAMPES;AV DU 8 MAI 1945;91152 ETAMPES CEDEX;48.4402827;2.1552271
APPARTEMENT THERAPEUTIQUE ARMME;11 R TOULOUSE LAUTREC;95120 ERMONT;48.99405;2.255238
CATTP ADULTES;29 R JEAN JAURES;92230 GENNEVILLIERS;48.9306193;2.2950665
CMP-CATTP G14;8 ALL NORMANDE;95330 DOMONT;49.032699;2.3331588
C.M.PSY.INFANTO-JUVENILE - CHIC;51 AV HENRI JANIN;94190 VILLENEUVE ST GEORGES;48.7325431;2.4502979
CHS LES MURETS;17 R DU GENERAL LECLERC;94510 LA QUEUE EN BRIE;48.7857894;2.5804062
C.M.P.A. NEUFMOUTIERS;19 R DU DOCTEUR LARDANCHET;77610 NEUFMOUTIERS EN BRIE;48.7674097;2.8236154
HOPITAL DE JOUR EXTENSION;117B R DU GENERAL DE GAULLE;78300 POISSY;48.9282633;2.0445898
CENTRE HOSP. DES COURSES;19B AV EGLE;78600 MAISONS LAFFITTE;48.9501658;2.1508476
CENTRE MEDICO-PSYCHOLOGIQUE I05;7 R LEON GODIN;95260 BEAUMONT SUR OISE;49.1404842;2.2846828
CENTRE HOSPITALIER LONGJUMEAU;159 R DU PDT FRANCOIS MITTERRAND;91161 LONGJUMEAU CEDEX;48.6921393;2.2905693
HOPITAL BEAUJON (AP-HP);100 BD DU GENERAL LECLERC;92118 CLICHY CEDEX;48.9075623;2.3082998
HOPITAL DE JOUR CAMILLE CLAUDEL;178 R DE VAUGIRARD;75015 PARIS;48.8422161;2.3102443
CENTRE MEDICO-PSY. 91 I05;15 ALL DE LA BUTTE;91240 ST MICHEL SUR ORGE;48.6393781;2.3129657
GHU-EST SITE CHARLES FOIX;7 AV DE LA REPUBLIQUE;94206 IVRY SUR SEINE CEDEX;48.7828888;2.339794
HOPITAL PAUL BROUSSE (AP-HP );12 AV PAUL VAILLANT COUTURIER;94804 VILLEJUIF CEDEX;48.7947993;2.3635351
CATTP STALINGRAD;42 AV STALINGRAD;94800 VILLEJUIF;48.7865011;2.3667967
HOPITAL ROBERT DEBRE (AP-HP);48 BD SERRURIER;75019 PARIS;48.8787193;2.4019646
CENTRE MEDICO-PSY.91-G13;IMP PIERRE CURIE;91130 RIS ORANGIS;48.6567753;2.4093094
CATTP (CENTRE D'ACCUEIL THERAPEUTIQUE);46 R MEDERIC;93160 NOISY LE GRAND;48.829668;2.5633582
C.H. DE LAGNY- MARNE LA VALLEE;31 AV DU GENERAL LECLERC;77405 LAGNY SUR MARNE CEDEX;48.8758249;2.6973015
CTRE.HOSPITALIER LEON BINET DE PROVINS;RTE DE CHALAUTRE;77488 PROVINS CEDEX;48.5555924;3.3040179
APPART THERAP CITE VICTOR HUGO;2 CITE VICTOR HUGO;95100 ARGENTEUIL;48.947411;2.2489499
FONDATION PAUL PARQUET;41 BD PAUL EMILE VICTOR;92200 NEUILLY SUR SEINE;48.8932559;2.2625855
HOPITAL DE JOUR ADULTES LE CHEMIN92G03;99 BD VICTOR HUGO;92110 CLICHY;48.901249;2.31633
HOPITAL DE JOUR 93G03 EPINAY;16 AV JEAN JEAURES;93800 EPINAY SUR SEINE;48.9538749;2.3168225
CTRE DE RÉÉDUC. FCTIONNELLE PORT-ROYAL;9 R MÉCHAIN;75014 PARIS;48.8356021;2.3400545
HOPITAL HOTEL-DIEU (AP-HP);1 PL DU PARVIS NOTRE-DAME;75181 PARIS CEDEX 04;48.8535813;2.3489153
CENTRE MEDICO-PSYCHOLOGIQUE;86 AV DIVISION LECLERC;93350 LE BOURGET;48.9367524;2.4277955
HOPITAL DE JOUR DE PSYCHIATRIE;40 AV DE VERDUN;77290 MITRY MORY;48.9548076;2.5975081
CTRE MEDICO-PSYCHOLOGIQUE 77-I01;3 R DES AULNES;77680 ROISSY EN BRIE;48.7973057;2.6427641
CLINIQUE MEDICO-CHIRURGICALE ST FARON;1143 R CHARLES DE GAULLE;77100 MAREUIL LES MEAUX;48.9409136;2.8736526
RELAIS JEUNES DE SEVRES;26 R AUGUSTE RODIN;92310 SEVRES;48.8216629;2.2151357
CLINIQUE DU LANDY;23 R DU LANDY;93400 ST OUEN;48.9165582;2.3344277
HOPITAL DE JOUR 94G02 NOGENT;3 R GUSTAVE LEBEGUE;94130 NOGENT SUR MARNE;48.8376378;2.4814396
CATTP ADULTES;11 R DU COMMANDANT LAMY;92400 COURBEVOIE;48.9071807;2.2713663
CLINIQUE CHIRURGICALE DU TROCADERO;62 R DE LA TOUR;75116 PARIS;48.8602135;2.2809349
HOPITAL PRIVE JACQUES CARTIER;6 AV DU NOYER LAMBERT;91300 MASSY;48.731087;2.291583
CMP ADULTES 92G03 (FANNY);12 R FANNY;92110 CLICHY;48.8994779;2.3153532
CMP ADULTES PHILIPPE PAUMELLE ASM 13;11 R ALBERT BAYET;75013 PARIS;48.8305604;2.358838
CTRE PR ALCOOL.HENRI DUCHENE;34 BD DE STALINGRAD;94600 CHOISY LE ROI;48.7699012;2.4019649
CMP ARISTIDE BRIAND;11 ALL ARISTIDE BRIAND;94600 CHOISY LE ROI;48.7528783;2.4114126
HOPITAL  PRIVE CLAUDE GALIEN;20 RTE DE BOUSSY-ST-ANTOINE;91480 QUINCY SOUS SENART;48.681414;2.5389716
CATTP ADULTES;5 R DE BORDEAUX;77500 CHELLES;48.8709391;2.5734724
CENTRE HOSPITALIER DU VEXIN;38 R CARNOT;95420 MAGNY EN VEXIN;49.1546335;1.7851118
CMP 78G10;15 ALL DES TAMARIS;78480 VERNEUIL SUR SEINE;48.9836271;1.9711769
APPARTEMENT THERAPEUTIQUE 95G06;31 PL DES IMPRESSIONNISTES;95870 BEZONS;48.9307629;2.2232654
CMPR DU SUD PARISIEN;25 AV DE LA PAIX;92320 CHATILLON;48.8052684;2.283161
HOPITAL DE JOUR MARIE ABADIE;41 R RAYMOND LOSSERAND;75014 PARIS;48.8352237;2.3206274
CTRE HOSPITALIER SPECIALISE ROGER PREV;52 R DE PARIS;95573 DOMONT CEDEX;49.0501514;2.335616
UNITE HOSP HAUTEVILLE MAISON BLANCHE;24 R D HAUTEVILLE;75010 PARIS;48.8725059;2.3501846
CLINIQUE KORIAN-JEANNE D'ARC;15 R JEANNE D'ARC;94161 ST MANDE CEDEX;48.8398443;2.4189891
CRF CLINEA LIVRY;135 AV VAUBAN;93190 LIVRY GARGAN;48.9178458;2.5232088
CENTRE MEDICO PSY ADO;8 ESP DE CHANTILLY;93330 NEUILLY SUR MARNE;48.856898;2.528373
CATTP PARC DE LA HAUTE MAISON;5 ALL NEWTON;77400 LAGNY SUR MARNE;48.87296;2.713016
CTRE MEDICO-PSYCHO 77G11;6 AV DE LA CONCORDE;77100 MEAUX;48.9513558;2.9105034
CENTRE MOYEN SEJOUR B.GROS;1 QUA ALBERT PREMIER;78250 MEULAN;49.0032371;1.909192
HOPITAL DE JOUR SECT 78G07;14 R DE MONTVAL;78160 MARLY LE ROI;48.8730588;2.0925254
CENTRE DE PROTONTHERAPIE ORSAY;;91402 ORSAY CEDEX;48.697838;2.176143
HOPITAL DE JOUR 92I01 GENNEVILLIERS;6 R DANTON;92230 GENNEVILLIERS;48.917484;2.2982448
CMP ENFANTS 92I01 (P. BEREGOVOY);27 R PIERRE BEREGOVOY;92110 CLICHY;48.9042765;2.2993322
APPARTEMENT THERAPEUTIQUE;14 R PIERRE CURIE;92110 CLICHY;48.9022786;2.3147399
FOYER DE POST-CURE L'ELAN RETROUVE;6 R TROLLEY DE PREVAUX;75013 PARIS;48.8262592;2.3731388
CMP ECOLE PARENTS ET ÉDUCATEURS D'IDF;5 IMP DU BON SECOURS;75543 PARIS CEDEX 11;48.854938;2.3833511
HOPITAL DES DIACONESSES;12 R DU SERGENT BAUCHAT;75571 PARIS CEDEX 12;48.8448201;2.3916175
LES HOPITAUX DE SAINT-MAURICE;12 R DU VAL D'OSNE;94410 ST MAURICE;48.8201716;2.4233788
GHJD SITE HOPITAL JOFFRE;1 R LOUIS CAMATTE;91210 DRAVEIL;48.6661176;2.4296849
CENTRE MEDICO PSY.SECT.78 G 15;15 SQ DE VALMOVEY;78310 MAUREPAS;48.7648466;1.9496833
HOPITAL DE JOUR SURESNES;3B R CHEVREUIL;92150 SURESNES;48.866433;2.2243094
CMP 92I07 ENFANTS;15 AV DE VERDUN;92330 SCEAUX;48.7800299;2.2966096
CMP ENFANTS ADULTES LISBONNE;3 R DE LISBONNE;75008 PARIS;48.8777165;2.3175378
CENTRE MEDICO-PSY.;R DELIZY;93500 PANTIN;48.8934986;2.4094934
CMP INFANTO FRIEDBERG;2 BD FRIEDBERG;94350 VILLIERS SUR MARNE;48.829992;2.539108
CENTRE MEDICO PSYCHOLOGIQUE;26 PL DES COLLIBERTS;77185 LOGNES;48.836571;2.6327379
CMP - CCTP ADULTES JEAN FAVREAU;187 R SAINT-JACQUES;75005 PARIS;48.8451473;2.3425193
CLINIQUE MEDICALE VILLE D'AVRAY;23 R PRADIER;92410 VILLE D AVRAY;48.8289693;2.1969825
CMP ADULTES 92G15 (GRANDE RUE);141 R GRANDE RUE;92310 SEVRES;48.8208924;2.2016801
MAISON DE SANTE BELLEVUE;8 AV DU 11 NOVEMBRE 1918;92190 MEUDON;48.820324;2.225209
CMP 92G05;3B R DE L'AIGLE;92250 LA GARENNE COLOMBES;48.9109533;2.2542837
CENTRE LABRADOR;5 IMP DU LABRADOR;75015 PARIS;48.8292431;2.3030533
CMME;100 R DE LA SANTE;75158 PARIS CEDEX 14;48.8273455;2.341519
FONDATION OPHTALMOLOGIQUE ROTHSCHILD;25 R MANIN;75940 PARIS CEDEX 19;48.8779116;2.3780879
CATTP;20 AV PAUL VALERY;95200 SARCELLES;48.9787719;2.3833757
CTRE D'ACCUEIL THERAP.A TEMPS PARTIEL;28 R ARAGO;94400 VITRY SUR SEINE;48.7892227;2.3962264
CLINIQUE DE SOINS DE SUITE DE CHOISY;9B R LEDRU ROLLIN;94600 CHOISY LE ROI;48.7620747;2.4053235
CENTRE MEDICO-PSY. AGORA 91 I 03;110 PL DE L'AGORA;91000 EVRY;48.628065;2.4291828
CENTRE MEDICO-PSY 95I03;2 R HENRI DUNANT;95500 GONESSE;48.9849985;2.4506188
CMP ROUX;24 R EMILE ROUX;94120 FONTENAY SOUS BOIS;48.847234;2.4649349
CENTRE MEDICO-PSY. 91 G 12 DU CHSF;26 R DU CHEVALIER ST JEAN;91100 CORBEIL ESSONNES;48.6066211;2.4760293
HOPITAL DE JOUR 93G18;10 ALL DU GLACIS;93160 NOISY LE GRAND;48.8393172;2.5752195
CMP FRETEAU;2 R FRETEAU DE PENY;77000 MELUN;48.538936;2.6666967
CENTRE MEDICO-PSYCHOLOGIQUE  77 I05;16 R RAOUL DE PRESLE;77440 LIZY SUR OURCQ;49.0254901;3.022419
CENTRE MEDICO-PSY SECT.78 I 2;23 BD GAMBETTA;78300 POISSY;48.9324348;2.0443124
HOPITAL DE JOUR POUR ADULTES.;86 R DU PRÉSIDENT WILSON;92300 LEVALLOIS PERRET;48.8948674;2.2880522
HOPITAL DE JOUR 93G02 ST OUEN;8 R DE L UNION;93400 ST OUEN;48.9099776;2.3369599
CATTP LA MAISON DES ADOLESCENTS;27 R DU FAUBOURG SAINT JACQUES;75014 PARIS;48.8387561;2.339631
KORIAN CANAL DE L'OURCQ;74 R PETIT;75019 PARIS;48.8857267;2.3879473
CMP ADULTES TELEGRAPHE;9 R DU TELEGRAPHE;75020 PARIS;48.8717488;2.3998439
HOPITAL DE JOUR A ORLY;2 R MARCO POLO;94310 ORLY;48.7500031;2.4155626
CLINIQUE MOULIN DE CROSNE APT;9 PL BOILEAU;91560 CROSNE;48.7148292;2.4593965
CLINIQUE ST RÉMY;66 CHE DE LA CHAPELLE;78470 ST REMY LES CHEVREUSE;48.7152454;2.0758801
CMP W.GRANOFF 92 I 03;78 R HENRI BARBUSSE;92000 NANTERRE;48.8919047;2.1909398
USLD CH ARPAJON;CHE DE LA CROIX D'EGLY;91520 EGLY;48.582375;2.222095
CENTRE D'ACCUEIL THERAPEUTIQUE;41 R SAINT DENIS;92100 BOULOGNE BILLANCOURT;48.8457559;2.2321347
CENTRE  ADULTES ROCHEFORT;3133 R HENRI ROCHEFORT;75017 PARIS;48.8821044;2.3076576
HOPITAL DE JOUR LAMARTINE;1 R CABANIS;75014 PARIS;48.8302646;2.3412612
HOPITAL ROTHSCHILD (AP-HP);5 R SANTERRE;75571 PARIS CEDEX 12;48.8434977;2.4013272
HOPITAL DE JOUR AAE LIONEL VIDART;26 R DU GENERAL SARRAIL;94000 CRETEIL;48.7932355;2.4522247
HÔPITAL PRIVÉ PAUL D'EGINE;4 AV MARX DORMOY;94500 CHAMPIGNY SUR MARNE;48.8117195;2.5175306
CATTP MONTEREAU;35 R GRANDE;77130 MONTEREAU FAULT YONNE;48.4223649;2.9590533
HOPITAL RAYMOND POINCARE (AP-HP);104 BD RAYMOND POINCARE;92380 GARCHES;48.8382945;2.1703714
CENTRE DE LONG SEJOUR DU CH ARGENTEUIL;69 R DU LT COL. PRUDHON;95100 ARGENTEUIL;48.947411;2.2489499
CMP 92I06 ENFANTS ET ADOLESCENTS;5 R AVAULEE;92240 MALAKOFF;48.8164734;2.2922346
GPE HOSP COCHIN-SAINT VINCENT DE PAUL;82 AV DENFERT-ROCHEREAU;75014 PARIS;48.8359687;2.3338655
CMP NEY (HOPITAL BICHAT);124 BD NEY;75018 PARIS;48.8978872;2.3408543
CMP ADULTES DES CARDEURS;13 SQ DES CARDEURS;75020 PARIS;48.858564;2.4074078
CMP CARNOT;10 AV CARNOT;91100 CORBEIL ESSONNES;48.611164;2.4751027
CMP AULNAY NORD;7 CHE DE ROISSY;93600 AULNAY SOUS BOIS;48.9505355;2.4916961
CMP 94G04 VILLIERS;12 R DE CHENNEVIERES;94350 VILLIERS SUR MARNE;48.818832;2.5392128
CATTP DU CH DE MEAUX  SECTEUR77 G 06;R DE MARCILLY;77165 ST SOUPPLETS;49.0419975;2.8170911
CENTRE DE SOINS DE SUITE CLINEA;850 R DES MADELEINES;77100 MAREUIL LES MEAUX;48.937529;2.875064
CTRE MEDICO-PSYCHOLOGIQUE 95G05;46 BD CHARLES DE GAULLE;95110 SANNOIS;48.9714839;2.2584363
CMP MONTMORENCY;7 R RENAUD;95160 MONTMORENCY;48.9931022;2.3247554
APPARTEMENT THERAPEUTIQUE;7 R ROSENBERG;91700 STE GENEVIEVE DES BOIS;48.6430516;2.3504961
UNITE D HOSPITALISATION;5 R DU DR DELAFONTAINE;93200 ST DENIS;48.936187;2.3729004
HOPITAL DE JOUR GEORGES VACOLA;44 QUA DE LA LOIRE;75019 PARIS;48.8853883;2.3751111
C.M.PSY.ADULTES-C.H.I.VILLENEUVE;18 PL PIERRE SEMARD;94190 VILLENEUVE ST GEORGES;48.7295384;2.4468972
CLINIQUE LES TROIS SOLEILS;19 R DU CHATEAU;77310 BOISSISE LE ROI;48.5265518;2.572056
POLYCLINIQUE DE LAGNY-SUR-MARNE;13 R VACHERESSE;77400 LAGNY SUR MARNE;48.8767939;2.7028185
CMP MEAUX BEAUVAL 77I05;4 SQ P. ET M. CURIE;77100 MEAUX;48.9487256;2.9027472
CATTP 77G 08 CH LEON BINET DE PROVINS;RTE DE CHALAUTRE;77488 PROVINS CEDEX;48.5555924;3.3040179
CMP ENFANCE ET SURDITE 91 I04;9 RES LES AVELINES;91940 LES ULIS;48.6792779;2.16647
CLINIQUE CONTI;3 CHE DES TROIS SOURCES;95290 L ISLE ADAM;49.1285454;2.2349255
CHICNP - SITE NEUILLY SUR SEINE;36 BD DU GENERAL LECLERC;92205 NEUILLY SUR SEINE CEDEX;48.8910322;2.262505
CENTRE MEDICO PSYCH.DUMAS;11 R DUMAS;93800 EPINAY SUR SEINE;48.9549748;2.3101769
CLINIQUE DES PLATANES;25 R DU CDT LOUIS BOUCHET;93800 EPINAY SUR SEINE;48.9528726;2.3229425
UNITE ACCUEIL ET PSYCHOTHERAPIE FAMIL;31B R DE LIEGE;75008 PARIS;48.8794624;2.3260074
CENTRE MEDICO-PSYCH.JOINEAU;36 R ANDRE JOINEAU;93310 LE PRE ST GERVAIS;48.8865733;2.4039663
C.M.P.ADULTES/ENFANTS JOINVILLE;18 AV JOYEUSE;94340 JOINVILLE LE PONT;48.818783;2.4764719
GHI LE RAINCY-MONTFERMEIL;10 R DU GENERAL LECLERC;93370 MONTFERMEIL;48.8988492;2.5736605
CENTRE MEDICO-PSY.;77 AV JEAN JAURES;77176 SAVIGNY LE TEMPLE;48.5967241;2.5782723
CENTRE HOSPITALIER M JACQUET MELUN;2 R FRETEAU DE PENY;77011 MELUN CEDEX;48.538936;2.6666967
CENTRE MEDICO-PSY. 77 G 09-10;4 R DES MOULINS;77120 COULOMMIERS;48.8141281;3.0828808
HOPITAL LOCAL DE HOUDAN;42 R DE PARIS;78550 HOUDAN;48.7927308;1.6004891
GPE HOSP ARMAND TROUSSEAU-ROCHE GUYON;1 R DE L'HOPITAL;95780 LA ROCHE GUYON;49.0801282;1.6258936
CENTRE CONSULTATIONS;10 AV CARNOT;78700 CONFLANS STE HONORINE;48.9947959;2.095633
CMP ENFANTS 92I01 (DANTON);2 R DANTON;92230 GENNEVILLIERS;48.9171391;2.2975581
CLINIQUE DUPRE;30 AV DU PDT ROOSEVELT;92330 SCEAUX;48.7776744;2.3005275
HOPITAL DE JOUR - BRUNE;26 BD BRUNE;75014 PARIS;48.8270097;2.3077751
HOPITAL NECKER ENFANTS MALADES (AP-HP);149 R DE SEVRES;75743 PARIS CEDEX 15;48.8463516;2.3154638
CENTRE DE L'ALLEE NORMANDE;8B ALL NORMANDE;95330 DOMONT;49.032699;2.3331588
UNITE HOSP LASALLE MAISON BLANCHE;10 R DU GENERAL LASSALLE;75019 PARIS;48.88235;2.3818222
HOPITAL DE JOUR 94G11 E.TOULOUSE;20 ALL DU PETIT TONNEAU;94400 VITRY SUR SEINE;48.7911809;2.3891219
GROUPE HOSPITALIER LES CHEMINOTS;14 R ALPHONSE DAUDET;91210 DRAVEIL;48.6638972;2.4217821
CENTRE MEDICO-PSY. 95 G 10;17 R GALANDE;95500 GONESSE;48.9834004;2.4487731
CTRE MEDICO-PSYCHOLOGIQUE 95I03;155 R DE PARIS;95380 LOUVRES;49.0482234;2.51167
CTRE MEDICO-PSYCHOLOGIQUE 77 I05;2 R ROGER;77260 LA FERTE SOUS JOUARRE;48.9507282;3.1263318
CMP 78G02;64 BD DU MARECHAL JUIN;78200 MANTES LA JOLIE;48.9914;1.707182
CENTRE MEDICO PSY.SECT.78-G-14;4 R ARISTIDE BRIAND;78140 VELIZY VILLACOUBLAY;48.7855042;2.189211
CENTRE DE MOYEN SEJOUR ARPAJON;CHE DE LA CROIX D'EGLY;91520 EGLY;48.582375;2.222095
CTRE REEDUC FONCTIONNELLE PARIS NORD;QU DR DERVAUX;92600 ASNIERES SUR SEINE;48.9081789;2.2927235
CMP ENFANTS CHOMEL;12 R CHOMEL;75007 PARIS;48.8519394;2.3249202
MAISON MEDICALE ROCHEFOUCAULT (AP-HP);15 AV DU GENERAL LECLERC;75014 PARIS;48.832189;2.3307216
CENTRE RUE DE DOUAI;20B R RUE DE DOUAI;75009 PARIS;48.8819149;2.334349
FOYER DE POST-CURE DES GOBELINS;7 R DES GOBELINS;75013 PARIS;48.8357354;2.3516383
CENTRE MEDICO-PSY. 91 G 06;4 AV DU GENERAL DE GAULLE;91600 SAVIGNY SUR ORGE;48.7024755;2.3527975
ATELIER THERAPEUTIQUE HUBERT MIGNOT;12 R HOSPITALIÈRES ST-GERVAIS;75004 PARIS;48.8580864;2.3590526
CENTRE MEDICO-PSYCH.LAMARTINE;8 R LAMARTINE;93240 STAINS;48.9508194;2.3775909
CLINIQUE PASTEUR;8 R DU CLOS;91130 RIS ORANGIS;48.656829;2.4053238
CENTRE DE LONG SEJOUR CH DE GONESSE;25 R PIERRE DE THEILLEY;95500 GONESSE;48.9890091;2.4495798
HOPITAL PRIVE ARMAND BRILLARD;3 AV WATTEAU;94130 NOGENT SUR MARNE;48.8334261;2.472707
CLINIQUE MONET;34 R DE VERDUN;94500 CHAMPIGNY SUR MARNE;48.8159171;2.4885633
APPARTEMENT THERAPEUTIQUE;18 ALL DES MERISIERS;93600 AULNAY SOUS BOIS;48.949774;2.4944372
CTRE MEDICO-PSYCHOLOGIQUE 77 I05;126T R ARISTIDE BRIANT;77270 VILLEPARISIS;48.9503954;2.6051393
CTE MEDICO-PSYCHOLOGIQUE 77 I05;41 R DU GENERAL DE GAULLE;77230 DAMMARTIN EN GOELE;49.0537453;2.6765277
CENTRE MEDICO-PSY- LIMOURS - 91 G 04;2B  RTE MARCOUSSIS;91470 LIMOURS;48.6459232;2.0775984
CHICNP - SITE COURBEVOIE;30 R KILFORD;92401 COURBEVOIE CEDEX;48.9010026;2.2535691
CLINALLIANCE FONTENAY;19 R DU MARECHAL GALLIENI;92260 FONTENAY AUX ROSES;48.7864927;2.2917413
CMP ADULTES 92G18  (14 JUILLET);1 PL DU 14 JUILLET;92240 MALAKOFF;48.8197924;2.3015623
HOPITAL DE JOUR PSYCHOGERIATRIQUE;5 R FOUCAULT;92110 CLICHY;48.9009919;2.3123789
HOPITAL DE JOUR 95G10 ARNOUVILLE;66 AV DE LA REPUBLIQUE;95400 ARNOUVILLE LES GONESSE;48.9809849;2.4265844
CENTRE DE MÉDECINE PHYSIQUE ET RÉADAPT;359 AV PAUL VAILLANT COUTURIER;93009 BOBIGNY CEDEX;48.9058166;2.4643752
HOPITAL DE JOUR  ST GERMAIN 78G06;30 R GALLIENI;78100 ST GERMAIN EN LAYE;48.8985947;2.0763359
ANTENNE CMP ENFANTS;50 R BERTHIER;78000 VERSAILLES;48.8108658;2.1337726
CTRE MEDICO-PSY SECT.78-I-3;25 R MESNIL;78600 MAISONS LAFFITTE;48.9450237;2.1496077
CENTRE MEDICO-PSY. 91 G 16;35 BD BARA;91120 PALAISEAU;48.7158335;2.2443569
IHFB - SITE KLEBER;4 R KLÉBER;92309 LEVALLOIS PERRET CEDEX;48.8921716;2.2786588
